group1,group2,meandiff,p-adj,lower,upper,reject
age_comment_allenai/longformer-base-4096,question_comment_google/bigbird-roberta-base,-0.1049,0.2158,-0.2218,0.0121,False
age_comment_allenai/longformer-base-4096,question_comment_intfloat/e5-small-v2,-0.2653,0.0,-0.3822,-0.1484,True
age_comment_allenai/longformer-base-4096,question_comment_qwen3-embedding:8b,-0.1961,0.0,-0.313,-0.0791,True
age_comment_allenai/longformer-base-4096,question_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2788,0.0,-0.3957,-0.1619,True
age_comment_allenai/longformer-base-4096,question_institution_age_comment_allenai/longformer-base-4096,-0.0165,1.0,-0.1334,0.1004,False
age_comment_allenai/longformer-base-4096,question_institution_age_comment_google-bert/bert-base-uncased,-0.1277,0.0099,-0.2446,-0.0108,True
age_comment_allenai/longformer-base-4096,question_institution_age_comment_google/bigbird-roberta-base,-0.0611,0.9999,-0.1781,0.0558,False
age_comment_allenai/longformer-base-4096,question_institution_age_comment_intfloat/e5-small-v2,-0.1161,0.0559,-0.233,0.0008,False
age_comment_allenai/longformer-base-4096,question_institution_age_comment_qwen3-embedding:8b,-0.103,0.2598,-0.2199,0.0139,False
age_comment_allenai/longformer-base-4096,question_institution_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1995,0.0,-0.3164,-0.0826,True
age_comment_allenai/longformer-base-4096,question_institution_cah_age_comment_allenai/longformer-base-4096,-0.0133,1.0,-0.1302,0.1036,False
age_comment_allenai/longformer-base-4096,question_institution_cah_age_comment_google-bert/bert-base-uncased,-0.2,0.0,-0.3169,-0.0831,True
age_comment_allenai/longformer-base-4096,question_institution_cah_age_comment_google/bigbird-roberta-base,-0.0835,0.8646,-0.2004,0.0334,False
age_comment_allenai/longformer-base-4096,question_institution_cah_age_comment_intfloat/e5-small-v2,-0.1763,0.0,-0.2933,-0.0594,True
age_comment_allenai/longformer-base-4096,question_institution_cah_age_comment_qwen3-embedding:8b,-0.1285,0.0087,-0.2454,-0.0116,True
age_comment_allenai/longformer-base-4096,question_institution_cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2236,0.0,-0.3405,-0.1067,True
age_comment_allenai/longformer-base-4096,question_institution_cah_comment_allenai/longformer-base-4096,-0.003,1.0,-0.12,0.1139,False
age_comment_allenai/longformer-base-4096,question_institution_cah_comment_google-bert/bert-base-uncased,-0.1901,0.0,-0.307,-0.0732,True
age_comment_allenai/longformer-base-4096,question_institution_cah_comment_google/bigbird-roberta-base,-0.0618,0.9999,-0.1787,0.0552,False
age_comment_allenai/longformer-base-4096,question_institution_cah_comment_intfloat/e5-small-v2,-0.2212,0.0,-0.3381,-0.1043,True
age_comment_allenai/longformer-base-4096,question_institution_cah_comment_qwen3-embedding:8b,-0.1832,0.0,-0.3001,-0.0663,True
age_comment_allenai/longformer-base-4096,question_institution_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2514,0.0,-0.3683,-0.1344,True
age_comment_allenai/longformer-base-4096,question_institution_comment_allenai/longformer-base-4096,-0.0126,1.0,-0.1295,0.1044,False
age_comment_allenai/longformer-base-4096,question_institution_comment_google-bert/bert-base-uncased,-0.0992,0.3661,-0.2162,0.0177,False
age_comment_allenai/longformer-base-4096,question_institution_comment_google/bigbird-roberta-base,-0.0708,0.9945,-0.1877,0.0461,False
age_comment_allenai/longformer-base-4096,question_institution_comment_intfloat/e5-small-v2,-0.1643,0.0,-0.2812,-0.0474,True
age_comment_allenai/longformer-base-4096,question_institution_comment_qwen3-embedding:8b,-0.1993,0.0,-0.3162,-0.0824,True
age_comment_allenai/longformer-base-4096,question_institution_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2129,0.0,-0.3299,-0.096,True
age_comment_google-bert/bert-base-uncased,age_comment_google/bigbird-roberta-base,0.1014,0.3035,-0.0155,0.2183,False
age_comment_google-bert/bert-base-uncased,age_comment_intfloat/e5-small-v2,-0.0918,0.6186,-0.2087,0.0252,False
age_comment_google-bert/bert-base-uncased,age_comment_qwen3-embedding:8b,-0.1893,0.0,-0.3062,-0.0724,True
age_comment_google-bert/bert-base-uncased,age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0501,1.0,-0.167,0.0668,False
age_comment_google-bert/bert-base-uncased,cah_age_comment_allenai/longformer-base-4096,0.1284,0.0089,0.0115,0.2453,True
age_comment_google-bert/bert-base-uncased,cah_age_comment_google-bert/bert-base-uncased,0.0148,1.0,-0.1021,0.1317,False
age_comment_google-bert/bert-base-uncased,cah_age_comment_google/bigbird-roberta-base,0.1041,0.2341,-0.0129,0.221,False
age_comment_google-bert/bert-base-uncased,cah_age_comment_intfloat/e5-small-v2,-0.1797,0.0,-0.2966,-0.0627,True
age_comment_google-bert/bert-base-uncased,cah_age_comment_qwen3-embedding:8b,-0.1245,0.0164,-0.2414,-0.0076,True
age_comment_google-bert/bert-base-uncased,cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.079,0.9428,-0.1959,0.0379,False
age_comment_google-bert/bert-base-uncased,cah_comment_allenai/longformer-base-4096,0.1351,0.0028,0.0182,0.2521,True
age_comment_google-bert/bert-base-uncased,cah_comment_google-bert/bert-base-uncased,-0.0308,1.0,-0.1477,0.0862,False
age_comment_google-bert/bert-base-uncased,cah_comment_google/bigbird-roberta-base,0.0937,0.5504,-0.0232,0.2106,False
age_comment_google-bert/bert-base-uncased,cah_comment_intfloat/e5-small-v2,-0.1868,0.0,-0.3037,-0.0699,True
age_comment_google-bert/bert-base-uncased,cah_comment_qwen3-embedding:8b,-0.1814,0.0,-0.2983,-0.0645,True
age_comment_google-bert/bert-base-uncased,cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0768,0.9662,-0.1937,0.0402,False
age_comment_google-bert/bert-base-uncased,comment_only_allenai/longformer-base-4096,0.1261,0.0128,0.0092,0.243,True
age_comment_google-bert/bert-base-uncased,comment_only_google-bert/bert-base-uncased,-0.0303,1.0,-0.1473,0.0866,False
age_comment_google-bert/bert-base-uncased,comment_only_google/bigbird-roberta-base,0.0536,1.0,-0.0633,0.1705,False
age_comment_google-bert/bert-base-uncased,comment_only_intfloat/e5-small-v2,-0.0304,1.0,-0.1473,0.0865,False
age_comment_google-bert/bert-base-uncased,comment_only_qwen3-embedding:8b,-0.1252,0.0148,-0.2421,-0.0083,True
age_comment_google-bert/bert-base-uncased,comment_only_sentence-transformers/all-MiniLM-L6-v2,-0.128,0.0094,-0.2449,-0.0111,True
age_comment_google-bert/bert-base-uncased,institution_age_comment_allenai/longformer-base-4096,0.1245,0.0165,0.0076,0.2414,True
age_comment_google-bert/bert-base-uncased,institution_age_comment_google-bert/bert-base-uncased,0.0289,1.0,-0.088,0.1458,False
age_comment_google-bert/bert-base-uncased,institution_age_comment_google/bigbird-roberta-base,0.1058,0.1954,-0.0111,0.2227,False
age_comment_google-bert/bert-base-uncased,institution_age_comment_intfloat/e5-small-v2,-0.0389,1.0,-0.1559,0.078,False
age_comment_google-bert/bert-base-uncased,institution_age_comment_qwen3-embedding:8b,-0.0118,1.0,-0.1287,0.1051,False
age_comment_google-bert/bert-base-uncased,institution_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1019,0.2898,-0.2188,0.0151,False
age_comment_google-bert/bert-base-uncased,institution_cah_age_comment_allenai/longformer-base-4096,0.126,0.0131,0.0091,0.2429,True
age_comment_google-bert/bert-base-uncased,institution_cah_age_comment_google-bert/bert-base-uncased,0.0042,1.0,-0.1128,0.1211,False
age_comment_google-bert/bert-base-uncased,institution_cah_age_comment_google/bigbird-roberta-base,0.1023,0.279,-0.0146,0.2192,False
age_comment_google-bert/bert-base-uncased,institution_cah_age_comment_intfloat/e5-small-v2,-0.0621,0.9999,-0.179,0.0548,False
age_comment_google-bert/bert-base-uncased,institution_cah_age_comment_qwen3-embedding:8b,-0.0038,1.0,-0.1207,0.1131,False
age_comment_google-bert/bert-base-uncased,institution_cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1125,0.0895,-0.2294,0.0044,False
age_comment_google-bert/bert-base-uncased,institution_cah_comment_allenai/longformer-base-4096,0.1397,0.0012,0.0228,0.2566,True
age_comment_google-bert/bert-base-uncased,institution_cah_comment_google-bert/bert-base-uncased,-0.0028,1.0,-0.1197,0.1141,False
age_comment_google-bert/bert-base-uncased,institution_cah_comment_google/bigbird-roberta-base,0.0991,0.3711,-0.0178,0.216,False
age_comment_google-bert/bert-base-uncased,institution_cah_comment_intfloat/e5-small-v2,-0.1779,0.0,-0.2948,-0.061,True
age_comment_google-bert/bert-base-uncased,institution_cah_comment_qwen3-embedding:8b,-0.0612,0.9999,-0.1781,0.0557,False
age_comment_google-bert/bert-base-uncased,institution_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1094,0.1314,-0.2263,0.0076,False
age_comment_google-bert/bert-base-uncased,institution_comment_allenai/longformer-base-4096,0.1417,0.0009,0.0247,0.2586,True
age_comment_google-bert/bert-base-uncased,institution_comment_google-bert/bert-base-uncased,-0.0263,1.0,-0.1432,0.0906,False
age_comment_google-bert/bert-base-uncased,institution_comment_google/bigbird-roberta-base,0.0859,0.804,-0.031,0.2028,False
age_comment_google-bert/bert-base-uncased,institution_comment_intfloat/e5-small-v2,-0.0587,1.0,-0.1757,0.0582,False
age_comment_google-bert/bert-base-uncased,institution_comment_qwen3-embedding:8b,-0.1211,0.0275,-0.238,-0.0042,True
age_comment_google-bert/bert-base-uncased,institution_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1175,0.0463,-0.2344,-0.0006,True
age_comment_google-bert/bert-base-uncased,question_age_comment_allenai/longformer-base-4096,0.1004,0.3316,-0.0165,0.2173,False
age_comment_google-bert/bert-base-uncased,question_age_comment_google-bert/bert-base-uncased,-0.0018,1.0,-0.1188,0.1151,False
age_comment_google-bert/bert-base-uncased,question_age_comment_google/bigbird-roberta-base,0.0377,1.0,-0.0793,0.1546,False
age_comment_google-bert/bert-base-uncased,question_age_comment_intfloat/e5-small-v2,-0.1502,0.0002,-0.2671,-0.0333,True
age_comment_google-bert/bert-base-uncased,question_age_comment_qwen3-embedding:8b,-0.14,0.0012,-0.2569,-0.0231,True
age_comment_google-bert/bert-base-uncased,question_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1314,0.0054,-0.2483,-0.0145,True
age_comment_google-bert/bert-base-uncased,question_cah_age_comment_allenai/longformer-base-4096,0.1163,0.0544,-0.0006,0.2332,False
age_comment_google-bert/bert-base-uncased,question_cah_age_comment_google-bert/bert-base-uncased,0.0169,1.0,-0.1,0.1338,False
age_comment_google-bert/bert-base-uncased,question_cah_age_comment_google/bigbird-roberta-base,0.0473,1.0,-0.0697,0.1642,False
age_comment_google-bert/bert-base-uncased,question_cah_age_comment_intfloat/e5-small-v2,-0.1145,0.0689,-0.2315,0.0024,False
age_comment_google-bert/bert-base-uncased,question_cah_age_comment_qwen3-embedding:8b,-0.1785,0.0,-0.2955,-0.0616,True
age_comment_google-bert/bert-base-uncased,question_cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0969,0.4405,-0.2138,0.02,False
age_comment_google-bert/bert-base-uncased,question_cah_comment_allenai/longformer-base-4096,0.1146,0.068,-0.0023,0.2316,False
age_comment_google-bert/bert-base-uncased,question_cah_comment_google-bert/bert-base-uncased,0.0201,1.0,-0.0968,0.1371,False
age_comment_google-bert/bert-base-uncased,question_cah_comment_google/bigbird-roberta-base,0.061,0.9999,-0.0559,0.1779,False
age_comment_google-bert/bert-base-uncased,question_cah_comment_intfloat/e5-small-v2,-0.1185,0.0401,-0.2354,-0.0016,True
age_comment_google-bert/bert-base-uncased,question_cah_comment_qwen3-embedding:8b,-0.1508,0.0001,-0.2677,-0.0339,True
age_comment_google-bert/bert-base-uncased,question_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0999,0.3455,-0.2168,0.017,False
age_comment_google-bert/bert-base-uncased,question_comment_allenai/longformer-base-4096,0.0802,0.9254,-0.0367,0.1972,False
age_comment_google-bert/bert-base-uncased,question_comment_google-bert/bert-base-uncased,0.0368,1.0,-0.0801,0.1537,False
age_comment_google-bert/bert-base-uncased,question_comment_google/bigbird-roberta-base,0.0182,1.0,-0.0987,0.1351,False
age_comment_google-bert/bert-base-uncased,question_comment_intfloat/e5-small-v2,-0.1423,0.0008,-0.2592,-0.0253,True
age_comment_google-bert/bert-base-uncased,question_comment_qwen3-embedding:8b,-0.073,0.9883,-0.1899,0.0439,False
age_comment_google-bert/bert-base-uncased,question_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1558,0.0001,-0.2727,-0.0389,True
age_comment_google-bert/bert-base-uncased,question_institution_age_comment_allenai/longformer-base-4096,0.1065,0.1812,-0.0104,0.2234,False
age_comment_google-bert/bert-base-uncased,question_institution_age_comment_google-bert/bert-base-uncased,-0.0047,1.0,-0.1216,0.1122,False
age_comment_google-bert/bert-base-uncased,question_institution_age_comment_google/bigbird-roberta-base,0.0619,0.9999,-0.055,0.1788,False
age_comment_google-bert/bert-base-uncased,question_institution_age_comment_intfloat/e5-small-v2,0.0069,1.0,-0.11,0.1239,False
age_comment_google-bert/bert-base-uncased,question_institution_age_comment_qwen3-embedding:8b,0.02,1.0,-0.0969,0.1369,False
age_comment_google-bert/bert-base-uncased,question_institution_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0764,0.9689,-0.1934,0.0405,False
age_comment_google-bert/bert-base-uncased,question_institution_cah_age_comment_allenai/longformer-base-4096,0.1098,0.1252,-0.0072,0.2267,False
age_comment_google-bert/bert-base-uncased,question_institution_cah_age_comment_google-bert/bert-base-uncased,-0.0769,0.9647,-0.1939,0.04,False
age_comment_google-bert/bert-base-uncased,question_institution_cah_age_comment_google/bigbird-roberta-base,0.0396,1.0,-0.0774,0.1565,False
age_comment_google-bert/bert-base-uncased,question_institution_cah_age_comment_intfloat/e5-small-v2,-0.0533,1.0,-0.1702,0.0636,False
age_comment_google-bert/bert-base-uncased,question_institution_cah_age_comment_qwen3-embedding:8b,-0.0054,1.0,-0.1224,0.1115,False
age_comment_google-bert/bert-base-uncased,question_institution_cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1006,0.3261,-0.2175,0.0163,False
age_comment_google-bert/bert-base-uncased,question_institution_cah_comment_allenai/longformer-base-4096,0.12,0.0323,0.0031,0.2369,True
age_comment_google-bert/bert-base-uncased,question_institution_cah_comment_google-bert/bert-base-uncased,-0.067,0.9988,-0.184,0.0499,False
age_comment_google-bert/bert-base-uncased,question_institution_cah_comment_google/bigbird-roberta-base,0.0613,0.9999,-0.0556,0.1782,False
age_comment_google-bert/bert-base-uncased,question_institution_cah_comment_intfloat/e5-small-v2,-0.0982,0.4,-0.2151,0.0188,False
age_comment_google-bert/bert-base-uncased,question_institution_cah_comment_qwen3-embedding:8b,-0.0601,1.0,-0.1771,0.0568,False
age_comment_google-bert/bert-base-uncased,question_institution_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1283,0.009,-0.2452,-0.0114,True
age_comment_google-bert/bert-base-uncased,question_institution_comment_allenai/longformer-base-4096,0.1105,0.115,-0.0064,0.2274,False
age_comment_google-bert/bert-base-uncased,question_institution_comment_google-bert/bert-base-uncased,0.0238,1.0,-0.0931,0.1407,False
age_comment_google-bert/bert-base-uncased,question_institution_comment_google/bigbird-roberta-base,0.0522,1.0,-0.0647,0.1692,False
age_comment_google-bert/bert-base-uncased,question_institution_comment_intfloat/e5-small-v2,-0.0413,1.0,-0.1582,0.0756,False
age_comment_google-bert/bert-base-uncased,question_institution_comment_qwen3-embedding:8b,-0.0763,0.9703,-0.1932,0.0407,False
age_comment_google-bert/bert-base-uncased,question_institution_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0899,0.6822,-0.2068,0.027,False
age_comment_google/bigbird-roberta-base,age_comment_intfloat/e5-small-v2,-0.1931,0.0,-0.3101,-0.0762,True
age_comment_google/bigbird-roberta-base,age_comment_qwen3-embedding:8b,-0.2907,0.0,-0.4076,-0.1737,True
age_comment_google/bigbird-roberta-base,age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1515,0.0001,-0.2684,-0.0346,True
age_comment_google/bigbird-roberta-base,cah_age_comment_allenai/longformer-base-4096,0.027,1.0,-0.0899,0.1439,False
age_comment_google/bigbird-roberta-base,cah_age_comment_google-bert/bert-base-uncased,-0.0866,0.7856,-0.2035,0.0303,False
age_comment_google/bigbird-roberta-base,cah_age_comment_google/bigbird-roberta-base,0.0027,1.0,-0.1142,0.1196,False
age_comment_google/bigbird-roberta-base,cah_age_comment_intfloat/e5-small-v2,-0.281,0.0,-0.3979,-0.1641,True
age_comment_google/bigbird-roberta-base,cah_age_comment_qwen3-embedding:8b,-0.2259,0.0,-0.3428,-0.109,True
age_comment_google/bigbird-roberta-base,cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1804,0.0,-0.2973,-0.0634,True
age_comment_google/bigbird-roberta-base,cah_comment_allenai/longformer-base-4096,0.0338,1.0,-0.0832,0.1507,False
age_comment_google/bigbird-roberta-base,cah_comment_google-bert/bert-base-uncased,-0.1321,0.0048,-0.249,-0.0152,True
age_comment_google/bigbird-roberta-base,cah_comment_google/bigbird-roberta-base,-0.0077,1.0,-0.1246,0.1093,False
age_comment_google/bigbird-roberta-base,cah_comment_intfloat/e5-small-v2,-0.2882,0.0,-0.4051,-0.1712,True
age_comment_google/bigbird-roberta-base,cah_comment_qwen3-embedding:8b,-0.2828,0.0,-0.3997,-0.1658,True
age_comment_google/bigbird-roberta-base,cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1781,0.0,-0.2951,-0.0612,True
age_comment_google/bigbird-roberta-base,comment_only_allenai/longformer-base-4096,0.0247,1.0,-0.0922,0.1416,False
age_comment_google/bigbird-roberta-base,comment_only_google-bert/bert-base-uncased,-0.1317,0.0051,-0.2486,-0.0148,True
age_comment_google/bigbird-roberta-base,comment_only_google/bigbird-roberta-base,-0.0478,1.0,-0.1647,0.0691,False
age_comment_google/bigbird-roberta-base,comment_only_intfloat/e5-small-v2,-0.1318,0.005,-0.2487,-0.0149,True
age_comment_google/bigbird-roberta-base,comment_only_qwen3-embedding:8b,-0.2266,0.0,-0.3435,-0.1097,True
age_comment_google/bigbird-roberta-base,comment_only_sentence-transformers/all-MiniLM-L6-v2,-0.2294,0.0,-0.3463,-0.1125,True
age_comment_google/bigbird-roberta-base,institution_age_comment_allenai/longformer-base-4096,0.0231,1.0,-0.0938,0.14,False
age_comment_google/bigbird-roberta-base,institution_age_comment_google-bert/bert-base-uncased,-0.0725,0.9902,-0.1894,0.0444,False
age_comment_google/bigbird-roberta-base,institution_age_comment_google/bigbird-roberta-base,0.0044,1.0,-0.1125,0.1214,False
age_comment_google/bigbird-roberta-base,institution_age_comment_intfloat/e5-small-v2,-0.1403,0.0011,-0.2572,-0.0234,True
age_comment_google/bigbird-roberta-base,institution_age_comment_qwen3-embedding:8b,-0.1132,0.0822,-0.2301,0.0037,False
age_comment_google/bigbird-roberta-base,institution_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2032,0.0,-0.3202,-0.0863,True
age_comment_google/bigbird-roberta-base,institution_cah_age_comment_allenai/longformer-base-4096,0.0246,1.0,-0.0923,0.1415,False
