group1,group2,meandiff,p-adj,lower,upper,reject
google/bigbird-roberta-base_PaCMAP,intfloat/e5-small-v2_UMAP,-0.2322,0.0,-0.2561,-0.2083,True
google/bigbird-roberta-base_PaCMAP,qwen3-embedding:8b_PCA,-0.027,0.0099,-0.0509,-0.0031,True
google/bigbird-roberta-base_PaCMAP,qwen3-embedding:8b_PaCMAP,-0.1815,0.0,-0.2054,-0.1576,True
google/bigbird-roberta-base_PaCMAP,qwen3-embedding:8b_UMAP,-0.1877,0.0,-0.2116,-0.1637,True
google/bigbird-roberta-base_PaCMAP,sentence-transformers/all-MiniLM-L6-v2_PCA,0.0399,0.0,0.016,0.0638,True
google/bigbird-roberta-base_PaCMAP,sentence-transformers/all-MiniLM-L6-v2_PaCMAP,-0.2252,0.0,-0.2492,-0.2013,True
google/bigbird-roberta-base_PaCMAP,sentence-transformers/all-MiniLM-L6-v2_UMAP,-0.243,0.0,-0.2669,-0.2191,True
google/bigbird-roberta-base_UMAP,intfloat/e5-small-v2_PCA,0.0425,0.0,0.0186,0.0664,True
google/bigbird-roberta-base_UMAP,intfloat/e5-small-v2_PaCMAP,-0.1675,0.0,-0.1914,-0.1436,True
google/bigbird-roberta-base_UMAP,intfloat/e5-small-v2_UMAP,-0.2075,0.0,-0.2314,-0.1836,True
google/bigbird-roberta-base_UMAP,qwen3-embedding:8b_PCA,-0.0024,1.0,-0.0263,0.0215,False
google/bigbird-roberta-base_UMAP,qwen3-embedding:8b_PaCMAP,-0.1568,0.0,-0.1807,-0.1329,True
google/bigbird-roberta-base_UMAP,qwen3-embedding:8b_UMAP,-0.163,0.0,-0.1869,-0.1391,True
google/bigbird-roberta-base_UMAP,sentence-transformers/all-MiniLM-L6-v2_PCA,0.0645,0.0,0.0406,0.0884,True
google/bigbird-roberta-base_UMAP,sentence-transformers/all-MiniLM-L6-v2_PaCMAP,-0.2006,0.0,-0.2245,-0.1767,True
google/bigbird-roberta-base_UMAP,sentence-transformers/all-MiniLM-L6-v2_UMAP,-0.2184,0.0,-0.2423,-0.1945,True
intfloat/e5-small-v2_PCA,intfloat/e5-small-v2_PaCMAP,-0.21,0.0,-0.2339,-0.1861,True
intfloat/e5-small-v2_PCA,intfloat/e5-small-v2_UMAP,-0.25,0.0,-0.2739,-0.2261,True
intfloat/e5-small-v2_PCA,qwen3-embedding:8b_PCA,-0.0449,0.0,-0.0688,-0.021,True
intfloat/e5-small-v2_PCA,qwen3-embedding:8b_PaCMAP,-0.1993,0.0,-0.2232,-0.1754,True
intfloat/e5-small-v2_PCA,qwen3-embedding:8b_UMAP,-0.2055,0.0,-0.2294,-0.1816,True
intfloat/e5-small-v2_PCA,sentence-transformers/all-MiniLM-L6-v2_PCA,0.022,0.114,-0.0019,0.0459,False
intfloat/e5-small-v2_PCA,sentence-transformers/all-MiniLM-L6-v2_PaCMAP,-0.2431,0.0,-0.267,-0.2192,True
intfloat/e5-small-v2_PCA,sentence-transformers/all-MiniLM-L6-v2_UMAP,-0.2609,0.0,-0.2848,-0.237,True
intfloat/e5-small-v2_PaCMAP,intfloat/e5-small-v2_UMAP,-0.04,0.0,-0.0639,-0.0161,True
intfloat/e5-small-v2_PaCMAP,qwen3-embedding:8b_PCA,0.1652,0.0,0.1412,0.1891,True
intfloat/e5-small-v2_PaCMAP,qwen3-embedding:8b_PaCMAP,0.0107,0.9855,-0.0132,0.0346,False
intfloat/e5-small-v2_PaCMAP,qwen3-embedding:8b_UMAP,0.0045,1.0,-0.0194,0.0284,False
intfloat/e5-small-v2_PaCMAP,sentence-transformers/all-MiniLM-L6-v2_PCA,0.2321,0.0,0.2082,0.256,True
intfloat/e5-small-v2_PaCMAP,sentence-transformers/all-MiniLM-L6-v2_PaCMAP,-0.0331,0.0002,-0.057,-0.0092,True
intfloat/e5-small-v2_PaCMAP,sentence-transformers/all-MiniLM-L6-v2_UMAP,-0.0508,0.0,-0.0748,-0.0269,True
intfloat/e5-small-v2_UMAP,qwen3-embedding:8b_PCA,0.2051,0.0,0.1812,0.229,True
intfloat/e5-small-v2_UMAP,qwen3-embedding:8b_PaCMAP,0.0507,0.0,0.0268,0.0746,True
intfloat/e5-small-v2_UMAP,qwen3-embedding:8b_UMAP,0.0445,0.0,0.0206,0.0684,True
intfloat/e5-small-v2_UMAP,sentence-transformers/all-MiniLM-L6-v2_PCA,0.272,0.0,0.2481,0.296,True
intfloat/e5-small-v2_UMAP,sentence-transformers/all-MiniLM-L6-v2_PaCMAP,0.0069,0.9999,-0.017,0.0308,False
intfloat/e5-small-v2_UMAP,sentence-transformers/all-MiniLM-L6-v2_UMAP,-0.0109,0.9832,-0.0348,0.013,False
qwen3-embedding:8b_PCA,qwen3-embedding:8b_PaCMAP,-0.1544,0.0,-0.1784,-0.1305,True
qwen3-embedding:8b_PCA,qwen3-embedding:8b_UMAP,-0.1606,0.0,-0.1845,-0.1367,True
qwen3-embedding:8b_PCA,sentence-transformers/all-MiniLM-L6-v2_PCA,0.0669,0.0,0.043,0.0908,True
qwen3-embedding:8b_PCA,sentence-transformers/all-MiniLM-L6-v2_PaCMAP,-0.1982,0.0,-0.2221,-0.1743,True
qwen3-embedding:8b_PCA,sentence-transformers/all-MiniLM-L6-v2_UMAP,-0.216,0.0,-0.2399,-0.1921,True
qwen3-embedding:8b_PaCMAP,qwen3-embedding:8b_UMAP,-0.0062,1.0,-0.0301,0.0177,False
qwen3-embedding:8b_PaCMAP,sentence-transformers/all-MiniLM-L6-v2_PCA,0.2214,0.0,0.1975,0.2453,True
qwen3-embedding:8b_PaCMAP,sentence-transformers/all-MiniLM-L6-v2_PaCMAP,-0.0438,0.0,-0.0677,-0.0199,True
qwen3-embedding:8b_PaCMAP,sentence-transformers/all-MiniLM-L6-v2_UMAP,-0.0616,0.0,-0.0855,-0.0376,True
qwen3-embedding:8b_UMAP,sentence-transformers/all-MiniLM-L6-v2_PCA,0.2275,0.0,0.2036,0.2514,True
qwen3-embedding:8b_UMAP,sentence-transformers/all-MiniLM-L6-v2_PaCMAP,-0.0376,0.0,-0.0615,-0.0137,True
qwen3-embedding:8b_UMAP,sentence-transformers/all-MiniLM-L6-v2_UMAP,-0.0554,0.0,-0.0793,-0.0315,True
sentence-transformers/all-MiniLM-L6-v2_PCA,sentence-transformers/all-MiniLM-L6-v2_PaCMAP,-0.2651,0.0,-0.289,-0.2412,True
sentence-transformers/all-MiniLM-L6-v2_PCA,sentence-transformers/all-MiniLM-L6-v2_UMAP,-0.2829,0.0,-0.3068,-0.259,True
sentence-transformers/all-MiniLM-L6-v2_PaCMAP,sentence-transformers/all-MiniLM-L6-v2_UMAP,-0.0178,0.4549,-0.0417,0.0061,False
